"District","FIPS","Year","Grade","Subject","Variable","Measure Type","Value"
"Meriden School District","900946520","2014-2015","Grade 7","ELA","Total Number of Students","Number","470"
"Meriden School District","900946520","2014-2015","Grade 7","Math","Total Number of Students","Number","470"
"Meriden School District","900946520","2014-2015","Grade 8","ELA","Total Number of Students","Number","502"
"Meriden School District","900946520","2014-2015","Grade 8","Math","Total Number of Students","Number","500"
"Meriden School District","900946520","2014-2015","All","ELA","Total Number Tested","Number","3720"
"Meriden School District","900946520","2014-2015","All","Math","Total Number Tested","Number","3756"
"Meriden School District","900946520","2014-2015","Grade 11","ELA","Total Number Tested","Number","411"
"Meriden School District","900946520","2014-2015","Grade 11","Math","Total Number Tested","Number","414"
"Meriden School District","900946520","2014-2015","Grade 3","ELA","Total Number Tested","Number","656"
"Meriden School District","900946520","2014-2015","Grade 3","Math","Total Number Tested","Number","668"
"Meriden School District","900946520","2014-2015","Grade 4","ELA","Total Number Tested","Number","635"
"Meriden School District","900946520","2014-2015","Grade 4","Math","Total Number Tested","Number","631"
"Meriden School District","900946520","2014-2015","Grade 5","ELA","Total Number Tested","Number","631"
"Meriden School District","900946520","2014-2015","Grade 5","Math","Total Number Tested","Number","629"
"Meriden School District","900946520","2014-2015","Grade 6","ELA","Total Number Tested","Number","456"
"Meriden School District","900946520","2014-2015","Grade 6","Math","Total Number Tested","Number","467"
"Meriden School District","900946520","2014-2015","Grade 7","ELA","Total Number Tested","Number","452"
"Meriden School District","900946520","2014-2015","Grade 7","Math","Total Number Tested","Number","460"
"Meriden School District","900946520","2014-2015","Grade 8","ELA","Total Number Tested","Number","479"
"Meriden School District","900946520","2014-2015","Grade 8","Math","Total Number Tested","Number","487"
"Meriden School District","900946520","2014-2015","All","ELA","Smarter Balanced Participation Rate","Percent","96.4"
"Meriden School District","900946520","2014-2015","All","Math","Smarter Balanced Participation Rate","Percent","97.5"
"Meriden School District","900946520","2014-2015","Grade 11","ELA","Smarter Balanced Participation Rate","Percent","93.2"
"Meriden School District","900946520","2014-2015","Grade 11","Math","Smarter Balanced Participation Rate","Percent","93.9"
"Meriden School District","900946520","2014-2015","Grade 3","ELA","Smarter Balanced Participation Rate","Percent","97"
"Meriden School District","900946520","2014-2015","Grade 3","Math","Smarter Balanced Participation Rate","Percent","99"
"Meriden School District","900946520","2014-2015","Grade 4","ELA","Smarter Balanced Participation Rate","Percent","99.1"
"Meriden School District","900946520","2014-2015","Grade 4","Math","Smarter Balanced Participation Rate","Percent","98.4"
"Meriden School District","900946520","2014-2015","Grade 5","ELA","Smarter Balanced Participation Rate","Percent","96.5"
"Meriden School District","900946520","2014-2015","Grade 5","Math","Smarter Balanced Participation Rate","Percent","96.3"
"Meriden School District","900946520","2014-2015","Grade 6","ELA","Smarter Balanced Participation Rate","Percent","96.2"
"Meriden School District","900946520","2014-2015","Grade 6","Math","Smarter Balanced Participation Rate","Percent","98.7"
"Meriden School District","900946520","2014-2015","Grade 7","ELA","Smarter Balanced Participation Rate","Percent","96.2"
"Meriden School District","900946520","2014-2015","Grade 7","Math","Smarter Balanced Participation Rate","Percent","97.9"
"Meriden School District","900946520","2014-2015","Grade 8","ELA","Smarter Balanced Participation Rate","Percent","95.4"
"Meriden School District","900946520","2014-2015","Grade 8","Math","Smarter Balanced Participation Rate","Percent","97.4"
"Meriden School District","900946520","2014-2015","All","ELA","Total Number with Scored Tests","Number","3707"
"Meriden School District","900946520","2014-2015","All","Math","Total Number with Scored Tests","Number","3749"
"Meriden School District","900946520","2014-2015","Grade 11","ELA","Total Number with Scored Tests","Number","409"
"Meriden School District","900946520","2014-2015","Grade 11","Math","Total Number with Scored Tests","Number","411"
"Meriden School District","900946520","2014-2015","Grade 3","ELA","Total Number with Scored Tests","Number","656"
"Meriden School District","900946520","2014-2015","Grade 3","Math","Total Number with Scored Tests","Number","668"
"Meriden School District","900946520","2014-2015","Grade 4","ELA","Total Number with Scored Tests","Number","634"
"Meriden School District","900946520","2014-2015","Grade 4","Math","Total Number with Scored Tests","Number","631"
"Meriden School District","900946520","2014-2015","Grade 5","ELA","Total Number with Scored Tests","Number","629"
"Meriden School District","900946520","2014-2015","Grade 5","Math","Total Number with Scored Tests","Number","629"
"Meriden School District","900946520","2014-2015","Grade 6","ELA","Total Number with Scored Tests","Number","456"
"Meriden School District","900946520","2014-2015","Grade 6","Math","Total Number with Scored Tests","Number","467"
"Meriden School District","900946520","2014-2015","Grade 7","ELA","Total Number with Scored Tests","Number","449"
"Meriden School District","900946520","2014-2015","Grade 7","Math","Total Number with Scored Tests","Number","458"
"Meriden School District","900946520","2014-2015","Grade 8","ELA","Total Number with Scored Tests","Number","474"
"Meriden School District","900946520","2014-2015","Grade 8","Math","Total Number with Scored Tests","Number","485"
"Meriden School District","900946520","2014-2015","All","ELA","AverageVSS","Number","-6666"
"Meriden School District","900946520","2014-2015","All","Math","AverageVSS","Number","-6666"
"Meriden School District","900946520","2014-2015","Grade 11","ELA","AverageVSS","Number","2564"
"Meriden School District","900946520","2014-2015","Grade 11","Math","AverageVSS","Number","2503"
"Meriden School District","900946520","2014-2015","Grade 3","ELA","AverageVSS","Number","2405"
"Meriden School District","900946520","2014-2015","Grade 3","Math","AverageVSS","Number","2390"
"Meriden School District","900946520","2014-2015","Grade 4","ELA","AverageVSS","Number","2441"
"Meriden School District","900946520","2014-2015","Grade 4","Math","AverageVSS","Number","2433"
"Meriden School District","900946520","2014-2015","Grade 5","ELA","AverageVSS","Number","2480"
"Meriden School District","900946520","2014-2015","Grade 5","Math","AverageVSS","Number","2449"
"Meriden School District","900946520","2014-2015","Grade 6","ELA","AverageVSS","Number","2496"
"Meriden School District","900946520","2014-2015","Grade 6","Math","AverageVSS","Number","2453"
"Meriden School District","900946520","2014-2015","Grade 7","ELA","AverageVSS","Number","2516"
"Meriden School District","900946520","2014-2015","Grade 7","Math","AverageVSS","Number","2460"
"Meriden School District","900946520","2014-2015","Grade 8","ELA","AverageVSS","Number","2519"
"Meriden School District","900946520","2014-2015","Grade 8","Math","AverageVSS","Number","2465"
"Meriden School District","900946520","2015-2016","All","ELA","Total Number of Students","Number","3414"
"Meriden School District","900946520","2015-2016","All","Math","Total Number of Students","Number","3410"
"Meriden School District","","2015-2016","Grade 11","ELA","Total Number of Students","Number","-6666"
"Meriden School District","","2015-2016","Grade 11","Math","Total Number of Students","Number","-6666"
"Meriden School District","900946520","2015-2016","Grade 3","ELA","Total Number of Students","Number","701"
"Meriden School District","900946520","2015-2016","Grade 3","Math","Total Number of Students","Number","698"
"Meriden School District","900946520","2015-2016","Grade 4","ELA","Total Number of Students","Number","655"
"Meriden School District","900946520","2015-2016","Grade 4","Math","Total Number of Students","Number","655"
"Meriden School District","900946520","2015-2016","Grade 5","ELA","Total Number of Students","Number","648"
"Meriden School District","900946520","2015-2016","Grade 5","Math","Total Number of Students","Number","647"
"Meriden School District","900946520","2015-2016","Grade 6","ELA","Total Number of Students","Number","448"
"Meriden School District","900946520","2015-2016","Grade 6","Math","Total Number of Students","Number","448"
"Meriden School District","900946520","2015-2016","Grade 7","ELA","Total Number of Students","Number","471"
"Meriden School District","900946520","2015-2016","Grade 7","Math","Total Number of Students","Number","472"
"Meriden School District","900946520","2015-2016","Grade 8","ELA","Total Number of Students","Number","491"
"Meriden School District","900946520","2015-2016","Grade 8","Math","Total Number of Students","Number","490"
"Meriden School District","900946520","2015-2016","All","ELA","Total Number Tested","Number","3393"
"Meriden School District","900946520","2015-2016","All","Math","Total Number Tested","Number","3354"
"Meriden School District","","2015-2016","Grade 11","ELA","Total Number Tested","Number","-6666"
"Meriden School District","","2015-2016","Grade 11","Math","Total Number Tested","Number","-6666"
"Meriden School District","900946520","2015-2016","Grade 3","ELA","Total Number Tested","Number","698"
"Meriden School District","900946520","2015-2016","Grade 3","Math","Total Number Tested","Number","690"
"Meriden School District","900946520","2015-2016","Grade 4","ELA","Total Number Tested","Number","654"
"Meriden School District","900946520","2015-2016","Grade 4","Math","Total Number Tested","Number","653"
"Meriden School District","900946520","2015-2016","Grade 5","ELA","Total Number Tested","Number","644"
"Meriden School District","900946520","2015-2016","Grade 5","Math","Total Number Tested","Number","639"
"Meriden School District","900946520","2015-2016","Grade 6","ELA","Total Number Tested","Number","441"
"Meriden School District","900946520","2015-2016","Grade 6","Math","Total Number Tested","Number","441"
"Meriden School District","900946520","2015-2016","Grade 7","ELA","Total Number Tested","Number","470"
"Meriden School District","900946520","2015-2016","Grade 7","Math","Total Number Tested","Number","462"
"Meriden School District","900946520","2015-2016","Grade 8","ELA","Total Number Tested","Number","486"
"Meriden School District","900946520","2015-2016","Grade 8","Math","Total Number Tested","Number","469"
"Meriden School District","900946520","2015-2016","All","ELA","Smarter Balanced Participation Rate","Percent","99.4"
"Meriden School District","900946520","2015-2016","All","Math","Smarter Balanced Participation Rate","Percent","98.4"
