"District","FIPS","Year","Subject","Variable","Measure Type","Value"
"Regional School District 05","","2015-2016","ELA","Smarter Balanced Participation Rate","Percent","97.6"
"Regional School District 05","","2015-2016","Math","Smarter Balanced Participation Rate","Percent","97.6"
"Regional School District 05","","2015-2016","ELA","Total Number with Scored Tests","Number","738"
"Regional School District 05","","2015-2016","Math","Total Number with Scored Tests","Number","738"
"Regional School District 05","","2015-2016","ELA","Level 1 Not Met Count","Number","55"
"Regional School District 05","","2015-2016","Math","Level 1 Not Met Count","Number","70"
"Regional School District 05","","2015-2016","ELA","Level 1 Not Met Percent","Percent","7.5"
"Regional School District 05","","2015-2016","Math","Level 1 Not Met Percent","Percent","9.5"
"Regional School District 05","","2015-2016","ELA","Level 2 Approaching Count","Number","105"
"Regional School District 05","","2015-2016","Math","Level 2 Approaching Count","Number","166"
"Regional School District 05","","2015-2016","ELA","Level 2 Approaching Percent","Percent","14.2"
"Regional School District 05","","2015-2016","Math","Level 2 Approaching Percent","Percent","22.5"
"Regional School District 05","","2015-2016","ELA","Level 3 Met Count","Number","306"
"Regional School District 05","","2015-2016","Math","Level 3 Met Count","Number","198"
"Regional School District 05","","2015-2016","ELA","Level 3 Met Percent","Percent","41.5"
"Regional School District 05","","2015-2016","Math","Level 3 Met Percent","Percent","26.8"
"Regional School District 05","","2015-2016","ELA","Level 4 Exceeded Count","Number","272"
"Regional School District 05","","2015-2016","Math","Level 4 Exceeded Count","Number","304"
"Regional School District 05","","2015-2016","ELA","Level 4 Exceeded Percent","Percent","36.9"
"Regional School District 05","","2015-2016","Math","Level 4 Exceeded Percent","Percent","41.2"
"Regional School District 05","","2015-2016","ELA","Level 3 & 4 Met or Exceeded Count","Number","578"
"Regional School District 05","","2015-2016","Math","Level 3 & 4 Met or Exceeded Count","Number","502"
"Regional School District 05","","2015-2016","ELA","Level 3 & 4 Met or Exceeded Percent","Percent","78.3"
"Regional School District 05","","2015-2016","Math","Level 3 & 4 Met or Exceeded Percent","Percent","68.0"
"Regional School District 06","","2014-2015","ELA","Total Number of Students","Number","446"
"Regional School District 06","","2014-2015","Math","Total Number of Students","Number","446"
"Regional School District 06","","2014-2015","ELA","Total Number Tested","Number","409"
"Regional School District 06","","2014-2015","Math","Total Number Tested","Number","401"
"Regional School District 06","","2014-2015","ELA","Smarter Balanced Participation Rate","Percent","91.7"
"Regional School District 06","","2014-2015","Math","Smarter Balanced Participation Rate","Percent","89.9"
"Regional School District 06","","2014-2015","ELA","Total Number with Scored Tests","Number","408"
"Regional School District 06","","2014-2015","Math","Total Number with Scored Tests","Number","401"
"Regional School District 06","","2014-2015","ELA","Level 1 Not Met Count","Number","43"
"Regional School District 06","","2014-2015","Math","Level 1 Not Met Count","Number","114"
"Regional School District 06","","2014-2015","ELA","Level 1 Not Met Percent","Percent","10.5"
"Regional School District 06","","2014-2015","Math","Level 1 Not Met Percent","Percent","28.4"
"Regional School District 06","","2014-2015","ELA","Level 2 Approaching Count","Number","109"
"Regional School District 06","","2014-2015","Math","Level 2 Approaching Count","Number","129"
"Regional School District 06","","2014-2015","ELA","Level 2 Approaching Percent","Percent","26.7"
"Regional School District 06","","2014-2015","Math","Level 2 Approaching Percent","Percent","32.2"
"Regional School District 06","","2014-2015","ELA","Level 3 Met Count","Number","151"
"Regional School District 06","","2014-2015","Math","Level 3 Met Count","Number","102"
"Regional School District 06","","2014-2015","ELA","Level 3 Met Percent","Percent","37.0"
"Regional School District 06","","2014-2015","Math","Level 3 Met Percent","Percent","25.4"
"Regional School District 06","","2014-2015","ELA","Level 4 Exceeded Count","Number","105"
"Regional School District 06","","2014-2015","Math","Level 4 Exceeded Count","Number","56"
"Regional School District 06","","2014-2015","ELA","Level 4 Exceeded Percent","Percent","25.7"
"Regional School District 06","","2014-2015","Math","Level 4 Exceeded Percent","Percent","14.0"
"Regional School District 06","","2014-2015","ELA","Level 3 & 4 Met or Exceeded Count","Number","256"
"Regional School District 06","","2014-2015","Math","Level 3 & 4 Met or Exceeded Count","Number","158"
"Regional School District 06","","2014-2015","ELA","Level 3 & 4 Met or Exceeded Percent","Percent","62.7"
"Regional School District 06","","2014-2015","Math","Level 3 & 4 Met or Exceeded Percent","Percent","39.4"
"Regional School District 06","","2015-2016","ELA","Total Number of Students","Number","331"
"Regional School District 06","","2015-2016","Math","Total Number of Students","Number","331"
"Regional School District 06","","2015-2016","ELA","Total Number Tested","Number","313"
"Regional School District 06","","2015-2016","Math","Total Number Tested","Number","313"
"Regional School District 06","","2015-2016","ELA","Smarter Balanced Participation Rate","Percent","94.6"
"Regional School District 06","","2015-2016","Math","Smarter Balanced Participation Rate","Percent","94.6"
"Regional School District 06","","2015-2016","ELA","Total Number with Scored Tests","Number","313"
"Regional School District 06","","2015-2016","Math","Total Number with Scored Tests","Number","313"
"Regional School District 06","","2015-2016","ELA","Level 1 Not Met Count","Number","44"
"Regional School District 06","","2015-2016","Math","Level 1 Not Met Count","Number","62"
"Regional School District 06","","2015-2016","ELA","Level 1 Not Met Percent","Percent","14.1"
"Regional School District 06","","2015-2016","Math","Level 1 Not Met Percent","Percent","19.8"
"Regional School District 06","","2015-2016","ELA","Level 2 Approaching Count","Number","53"
"Regional School District 06","","2015-2016","Math","Level 2 Approaching Count","Number","94"
"Regional School District 06","","2015-2016","ELA","Level 2 Approaching Percent","Percent","16.9"
"Regional School District 06","","2015-2016","Math","Level 2 Approaching Percent","Percent","30.0"
"Regional School District 06","","2015-2016","ELA","Level 3 Met Count","Number","124"
"Regional School District 06","","2015-2016","Math","Level 3 Met Count","Number","97"
"Regional School District 06","","2015-2016","ELA","Level 3 Met Percent","Percent","39.6"
"Regional School District 06","","2015-2016","Math","Level 3 Met Percent","Percent","31.0"
"Regional School District 06","","2015-2016","ELA","Level 4 Exceeded Count","Number","92"
"Regional School District 06","","2015-2016","Math","Level 4 Exceeded Count","Number","60"
"Regional School District 06","","2015-2016","ELA","Level 4 Exceeded Percent","Percent","29.4"
"Regional School District 06","","2015-2016","Math","Level 4 Exceeded Percent","Percent","19.2"
"Regional School District 06","","2015-2016","ELA","Level 3 & 4 Met or Exceeded Count","Number","216"
"Regional School District 06","","2015-2016","Math","Level 3 & 4 Met or Exceeded Count","Number","157"
"Regional School District 06","","2015-2016","ELA","Level 3 & 4 Met or Exceeded Percent","Percent","69.0"
"Regional School District 06","","2015-2016","Math","Level 3 & 4 Met or Exceeded Percent","Percent","50.2"
"Regional School District 07","","2014-2015","ELA","Total Number of Students","Number","524"
"Regional School District 07","","2014-2015","Math","Total Number of Students","Number","524"
"Regional School District 07","","2014-2015","ELA","Total Number Tested","Number","501"
"Regional School District 07","","2014-2015","Math","Total Number Tested","Number","498"
"Regional School District 07","","2014-2015","ELA","Smarter Balanced Participation Rate","Percent","95.6"
"Regional School District 07","","2014-2015","Math","Smarter Balanced Participation Rate","Percent","95.0"
"Regional School District 07","","2014-2015","ELA","Total Number with Scored Tests","Number","498"
"Regional School District 07","","2014-2015","Math","Total Number with Scored Tests","Number","496"
"Regional School District 07","","2014-2015","ELA","Level 1 Not Met Count","Number","97"
"Regional School District 07","","2014-2015","Math","Level 1 Not Met Count","Number","127"
"Regional School District 07","","2014-2015","ELA","Level 1 Not Met Percent","Percent","19.5"
"Regional School District 07","","2014-2015","Math","Level 1 Not Met Percent","Percent","25.6"
"Regional School District 07","","2014-2015","ELA","Level 2 Approaching Count","Number","101"
"Regional School District 07","","2014-2015","Math","Level 2 Approaching Count","Number","111"
"Regional School District 07","","2014-2015","ELA","Level 2 Approaching Percent","Percent","20.3"
"Regional School District 07","","2014-2015","Math","Level 2 Approaching Percent","Percent","22.4"
"Regional School District 07","","2014-2015","ELA","Level 3 Met Count","Number","179"
"Regional School District 07","","2014-2015","Math","Level 3 Met Count","Number","140"
"Regional School District 07","","2014-2015","ELA","Level 3 Met Percent","Percent","35.9"
"Regional School District 07","","2014-2015","Math","Level 3 Met Percent","Percent","28.2"
"Regional School District 07","","2014-2015","ELA","Level 4 Exceeded Count","Number","121"
"Regional School District 07","","2014-2015","Math","Level 4 Exceeded Count","Number","118"
"Regional School District 07","","2014-2015","ELA","Level 4 Exceeded Percent","Percent","24.3"
"Regional School District 07","","2014-2015","Math","Level 4 Exceeded Percent","Percent","23.8"
"Regional School District 07","","2014-2015","ELA","Level 3 & 4 Met or Exceeded Count","Number","300"
"Regional School District 07","","2014-2015","Math","Level 3 & 4 Met or Exceeded Count","Number","258"
"Regional School District 07","","2014-2015","ELA","Level 3 & 4 Met or Exceeded Percent","Percent","60.2"
"Regional School District 07","","2014-2015","Math","Level 3 & 4 Met or Exceeded Percent","Percent","52.0"
"Regional School District 07","","2015-2016","ELA","Total Number of Students","Number","325"
"Regional School District 07","","2015-2016","Math","Total Number of Students","Number","325"
"Regional School District 07","","2015-2016","ELA","Total Number Tested","Number","312"
"Regional School District 07","","2015-2016","Math","Total Number Tested","Number","312"
"Regional School District 07","","2015-2016","ELA","Smarter Balanced Participation Rate","Percent","96.0"
"Regional School District 07","","2015-2016","Math","Smarter Balanced Participation Rate","Percent","96.0"
"Regional School District 07","","2015-2016","ELA","Total Number with Scored Tests","Number","312"
"Regional School District 07","","2015-2016","Math","Total Number with Scored Tests","Number","312"
"Regional School District 07","","2015-2016","ELA","Level 1 Not Met Count","Number","36"
"Regional School District 07","","2015-2016","Math","Level 1 Not Met Count","Number","39"
"Regional School District 07","","2015-2016","ELA","Level 1 Not Met Percent","Percent","11.5"
